"","종목코드","종목명","종가","대비","등락률","시장구분","업종명","시가총액","EPS","PER","BPS","PBR","주당배당금","배당수익률"
"1037","126880","제이엔케이히터",7730,180,2.38,"KOSDAQ","기계·장비",179373900190,357,21.65,4014,1.93,0,0
"1038","352770","클리노믹스",13450,0,0,"KOSDAQ","기타서비스",179088646450,NA,NA,452,29.76,0,0
"1039","015890","태경산업",6120,-160,-2.55,"KOSPI","화학",178879950000,1023,5.98,8089,0.76,370,6.05
"1040","180400","캔서롭",7740,0,0,"KOSDAQ","기타서비스",178624199880,NA,NA,1066,7.26,0,0
"1041","003830","대한화섬",134500,0,0,"KOSPI","화학",1.78616e+11,20048,6.71,401661,0.33,410,0.3
"1042","024950","삼천리자전거",13450,-500,-3.58,"KOSDAQ","유통",178529610650,NA,NA,5991,2.25,0,0
"1043","049960","쎌바이오텍",18900,0,0,"KOSDAQ","제약",1.7766e+11,976,19.36,11022,1.71,600,3.17
"1044","091580","상신이디피",13300,-50,-0.37,"KOSDAQ","IT부품",177331905800,380,35,4905,2.71,50,0.38
"1045","274090","켄코아에어로스페이스",15200,1400,10.14,"KOSDAQ","운송장비·부품",177120857600,NA,NA,3679,4.13,0,0
"1046","110990","디아이티",9350,90,0.97,"KOSDAQ","IT부품",1.76715e+11,713,13.11,9120,1.03,200,2.14
"1047","036190","금화피에스시",29450,100,0.34,"KOSDAQ","건설",1.767e+11,4614,6.38,39902,0.74,1300,4.41
"1048","031980","피에스케이홀딩스",8190,90,1.11,"KOSDAQ","반도체",176596015050,950,8.62,15958,0.51,150,1.83
"1049","331920","셀레믹스",21600,-100,-0.46,"KOSDAQ","제약",175081996800,NA,NA,800,27,0,0
"1050","088290","이원컴포텍",7730,-210,-2.64,"KOSDAQ","운송장비·부품",174978637650,163,47.42,1155,6.69,0,0
"1051","267320","나인테크",4440,-45,-1,"KOSDAQ","IT부품",174920699760,NA,NA,NA,NA,0,0
"1052","071200","인피니트헬스케어",7160,40,0.56,"KOSDAQ","소프트웨어",174678639280,297,24.11,3469,2.06,0,0
"1053","012030","DB",868,-9,-1.03,"KOSPI","서비스업",174618973844,23,37.74,1049,0.83,0,0
"1054","241710","코스메카코리아",16350,-150,-0.91,"KOSDAQ","화학",1.74618e+11,456,35.86,11958,1.37,0,0
"1055","010690","화신",5000,35,0.7,"KOSPI","운수장비",174602050000,202,24.75,8582,0.58,50,1
"1056","234300","에스트래픽",8350,0,0,"KOSDAQ","소프트웨어",173898436000,NA,NA,1967,4.25,0,0
"1057","255440","야스",13250,100,0.76,"KOSDAQ","IT부품",173018500000,1256,10.55,11536,1.15,150,1.13
"1058","290720","푸드나무",25400,0,0,"KOSDAQ","유통",172873263600,656,38.72,7454,3.41,70,0.28
"1059","222040","코스맥스엔비티",8320,-70,-0.83,"KOSDAQ","음식료·담배",171624960000,NA,NA,3413,2.44,0,0
"1060","040300","YTN",4085,-20,-0.49,"KOSDAQ","방송서비스",1.7157e+11,NA,NA,4410,0.93,10,0.24
"1061","047400","유니온머티리얼",4085,-25,-0.61,"KOSPI","비금속광물",1.7157e+11,57,71.67,2045,2,50,1.22
"1062","263700","케어랩스",9950,-200,-1.97,"KOSDAQ","소프트웨어",171498518400,47,211.7,4905,2.03,0,0
"1063","057880","필로시스헬스케어",2175,-25,-1.14,"KOSDAQ","유통",171164217600,NA,NA,542,4.01,0,0
"1064","011150","CJ씨푸드",4760,35,0.74,"KOSPI","음식료품",171030479480,51,93.33,1781,2.67,0,0
"1065","036090","위지트",1890,30,1.61,"KOSDAQ","기계·장비",170537317650,31,60.97,921,2.05,0,0
"1066","217500","러셀",5360,-140,-2.55,"KOSDAQ","기계·장비",170512320000,147,36.46,1265,4.24,25,0.47
"1067","067570","엔브이에이치코리아",5230,-130,-2.43,"KOSDAQ","운송장비·부품",170202965240,364,14.37,4904,1.07,50,0.96
"1068","084730","팅크웨어",16300,-400,-2.4,"KOSDAQ","통신장비",169938616600,430,37.91,14259,1.14,0,0
"1069","014280","금강공업",5850,130,2.27,"KOSPI","철강금속",169775851050,NA,NA,10865,0.54,80,1.37
"1070","347890","엠투아이",10100,-200,-1.94,"KOSDAQ","정보기기",169661860400,401,25.19,2485,4.06,280,2.77
"1071","048550","SM C&C",1790,20,1.13,"KOSDAQ","방송서비스",169352114800,40,44.75,1237,1.45,0,0
"1072","241790","오션브릿지",16900,-100,-0.59,"KOSDAQ","반도체",169044514600,1093,15.46,6457,2.62,270,1.6
"1073","001540","안국약품",12950,350,2.78,"KOSDAQ","제약",168899339000,221,58.6,11366,1.14,220,1.7
"1074","051980","센트럴바이오",2820,-65,-2.25,"KOSDAQ","화학",168874450740,NA,NA,528,5.34,0,0
"1075","000860","강남제비스코",25750,250,0.98,"KOSPI","화학",1.67375e+11,2250,11.44,81019,0.32,500,1.94
"1076","094170","동운아나텍",10350,-350,-3.27,"KOSDAQ","반도체",167278211100,503,20.58,1503,6.89,50,0.48
"1077","004970","신라교역",10450,0,0,"KOSPI","농업, 임업 및 어업",1.672e+11,645,16.2,32378,0.32,500,4.78
"1078","347740","피엔케이피부임상연구센타",22200,400,1.83,"KOSDAQ","기타서비스",166558696800,973,22.82,3767,5.89,0,0
"1079","058630","엠게임",8520,30,0.35,"KOSDAQ","디지털컨텐츠",166513832040,406,20.99,2050,4.16,0,0
"1080","032820","우리기술",1305,10,0.77,"KOSDAQ","일반전기전자",166475753235,NA,NA,339,3.85,0,0
"1081","000230","일동홀딩스",14400,-150,-1.03,"KOSPI","의약품",166181760000,NA,NA,11931,1.21,100,0.69
"1082","012800","대창",1820,0,0,"KOSPI","철강금속",165875708180,66,27.58,2023,0.9,10,0.55
"1083","100250","진양홀딩스",2960,-60,-1.99,"KOSPI","화학",165450064320,276,10.72,5507,0.54,170,5.74
"1084","039570","HDC아이콘트롤스",10050,0,0,"KOSPI","건설업",1.65423e+11,NA,NA,10245,0.98,350,3.48
"1085","024810","이화전기",230,18,8.49,"KOSDAQ","IT부품",165211767360,NA,NA,292,0.79,0,0
"1086","176440","에이치엔티",1920,0,0,"KOSDAQ","IT부품",164619542400,NA,NA,695,2.76,0,0
"1087","321820","와이더플래닛",24050,2400,11.09,"KOSDAQ","출판·매체복제",164556882100,NA,NA,422,56.99,0,0
"1088","067390","아스트",6400,260,4.23,"KOSDAQ","운송장비·부품",164349772800,NA,NA,7376,0.87,0,0
"1089","057680","티사이언티픽",3500,-20,-0.57,"KOSDAQ","디지털컨텐츠",164346759500,54,64.81,890,3.93,0,0
"1090","052330","코텍",10550,50,0.48,"KOSDAQ","정보기기",164311523600,2069,5.1,20412,0.52,400,3.79
"1091","040350","큐로컴",1375,40,3,"KOSDAQ","컴퓨터서비스",164266972375,NA,NA,430,3.2,0,0
"1092","006890","태경케미컬",14150,50,0.35,"KOSPI","화학",1.6414e+11,858,16.49,10215,1.39,150,1.06
"1093","340570","티앤엘",40250,-1350,-3.25,"KOSDAQ","제약",1.63576e+11,2277,17.68,10385,3.88,400,0.99
"1094","003960","사조대림",17800,0,0,"KOSPI","음식료품",163127512600,12182,1.46,34643,0.51,150,0.84
"1095","066620","국보디자인",21750,200,0.93,"KOSDAQ","건설",1.63125e+11,2293,9.49,16449,1.32,300,1.38
"1096","261200","덴티스",2210,-5,-0.23,"KOSDAQ","의료·정밀기기",163074691130,NA,NA,NA,NA,0,0
"1097","004090","한국석유",248500,2500,1.02,"KOSPI","비금속광물",162817200000,NA,NA,212214,1.17,1500,0.6
"1098","025750","한솔홈데코",2020,20,1,"KOSPI","종이목재",162741600980,NA,NA,1914,1.06,0,0
"1099","171120","라이온켐텍",8580,160,1.9,"KOSDAQ","화학",162106882080,584,14.69,5776,1.49,150,1.75
"1100","073560","우리손에프앤지",2340,-5,-0.21,"KOSDAQ","음식료·담배",162016084620,61,38.36,2645,0.88,25,1.07
"1101","304100","솔트룩스",31800,-600,-1.85,"KOSDAQ","소프트웨어",161573097000,249,127.71,9100,3.49,0,0
"1102","000180","성창기업지주",2310,-5,-0.22,"KOSPI","서비스업",161126196000,NA,NA,7529,0.31,0,0
"1103","000700","유수홀딩스",6180,380,6.55,"KOSPI","서비스업",160938398160,163,37.91,8702,0.71,0,0
"1104","220260","켐트로스",6100,-70,-1.13,"KOSDAQ","화학",160570647700,11,554.55,1692,3.61,0,0
"1105","064820","케이프",5190,-110,-2.08,"KOSDAQ","운송장비·부품",160379968320,260,19.96,5801,0.89,0,0
"1106","003350","한국화장품제조",35350,-50,-0.14,"KOSPI","화학",160206200000,NA,NA,10597,3.34,100,0.28
"1107","054670","대한뉴팜",11150,-100,-0.89,"KOSDAQ","제약",160057358000,1085,10.28,4254,2.62,0,0
"1108","011370","서한",1585,-5,-0.31,"KOSDAQ","건설",159918361025,98,16.17,2994,0.53,30,1.89
"1109","265740","엔에프씨",17900,150,0.85,"KOSDAQ","화학",159879220000,991,18.06,2829,6.33,0,0
"1110","047080","한빛소프트",6450,-110,-1.68,"KOSDAQ","디지털컨텐츠",159829942200,97,66.49,602,10.71,0,0
"1111","036120","SCI평가정보",4500,10,0.22,"KOSDAQ","기타서비스",1.5975e+11,141,31.91,610,7.38,69,1.53
"1112","000320","노루홀딩스",12000,0,0,"KOSPI","기타금융",159493812000,439,27.33,27108,0.44,400,3.33
"1113","290550","디케이티",19350,-100,-0.51,"KOSDAQ","IT부품",159276293550,966,20.03,7085,2.73,0,0
"1114","205100","엑셈",4700,-25,-0.53,"KOSDAQ","소프트웨어",159246683100,143,32.87,1958,2.4,0,0
"1115","153710","옵티팜",11000,-200,-1.79,"KOSDAQ","제약",159219038000,NA,NA,2477,4.44,0,0
"1116","033540","파라텍",9360,530,6,"KOSDAQ","기계·장비",158967338400,NA,NA,3139,2.98,0,0
"1117","030790","비케이탑스",12100,-400,-3.2,"KOSPI","서비스업",158846972900,NA,NA,6679,1.81,0,0
"1118","108380","대양전기공업",16550,900,5.75,"KOSDAQ","운송장비·부품",158339361150,1334,12.41,21740,0.76,200,1.21
"1119","092440","기신정기",5420,-110,-1.99,"KOSPI","기계",1.58264e+11,298,18.19,8125,0.67,150,2.77
"1120","330350","위더스제약",18000,0,0,"KOSDAQ","제약",158263470000,1036,17.37,8730,2.06,205,1.14
"1121","251630","브이원텍",10500,-100,-0.94,"KOSDAQ","기계·장비",158031090000,442,23.76,5428,1.93,100,0.95
"1122","006740","영풍제지",7100,-130,-1.8,"KOSPI","종이목재",1.5762e+11,516,13.76,5383,1.32,40,0.56
"1123","004150","한솔홀딩스",3745,30,0.81,"KOSPI","기타금융",157322120865,602,6.22,9195,0.41,0,0
"1124","014190","원익큐브",4440,-220,-4.72,"KOSDAQ","유통",157175582640,108,41.11,2276,1.95,0,0
"1125","009470","삼화전기",23750,1350,6.03,"KOSPI","전기전자",157078225000,460,51.63,6665,3.56,100,0.42
"1126","301300","바이브컴퍼니",29000,200,0.69,"KOSDAQ","소프트웨어",156430930000,NA,NA,3156,9.19,0,0
"1127","347700","라이프시맨틱스",16000,350,2.24,"KOSDAQ","소프트웨어",156430672000,NA,NA,NA,NA,0,0
"1128","002700","신일전자",2200,-80,-3.51,"KOSPI","유통업",156304546200,61,36.07,978,2.25,20,0.91
"1129","004250","NPC",4250,-50,-1.16,"KOSPI","화학",1.5606e+11,343,12.39,6745,0.63,100,2.35
"1130","094850","참좋은여행",11100,50,0.45,"KOSDAQ","기타서비스",1.554e+11,1714,6.48,6907,1.61,170,1.53
"1131","259630","엠플러스",13600,450,3.42,"KOSDAQ","기계·장비",155073129600,198,68.69,4076,3.34,0,0
"1132","138360","에이씨티",4480,0,0,"KOSDAQ","화학",155061688320,NA,NA,1588,2.82,0,0
"1133","033320","제이씨현시스템",8110,-10,-0.12,"KOSDAQ","유통",155018043520,37,219.19,4463,1.82,0,0
"1134","181340","이즈미디어",21800,500,2.35,"KOSDAQ","의료·정밀기기",154891180000,NA,NA,5089,4.28,0,0
"1135","039340","한국경제TV",6720,-80,-1.18,"KOSDAQ","방송서비스",1.5456e+11,671,10.01,5300,1.27,90,1.34
"1136","056080","유진로봇",4120,10,0.24,"KOSDAQ","기계·장비",154550066240,NA,NA,1385,2.97,0,0
"1137","282690","동아타이어",11250,50,0.45,"KOSPI","화학",154496418750,1799,6.25,25988,0.43,500,4.44
"1138","041520","이라이콤",12650,150,1.2,"KOSDAQ","IT부품",154187434500,NA,NA,16821,0.75,100,0.79
"1139","011320","유니크",7980,0,0,"KOSDAQ","운송장비·부품",154179146100,220,36.27,5184,1.54,12,0.15
"1140","130580","나이스디앤비",10000,-100,-0.99,"KOSDAQ","기타서비스",1.54e+11,686,14.58,3540,2.82,175,1.75
"1141","002630","오리엔트바이오",1295,-120,-8.48,"KOSPI","의약품",153548209570,NA,NA,510,2.54,0,0
"1142","204620","글로벌텍스프리",3150,-45,-1.41,"KOSDAQ","금융",153520576650,163,19.33,1953,1.61,0,0
"1143","302550","리메드",25200,-550,-2.14,"KOSDAQ","의료·정밀기기",153440683200,832,30.29,4229,5.96,0,0
"1144","130660","한전산업",4690,0,0,"KOSPI","서비스업",1.52894e+11,530,8.85,2632,1.78,227,4.84
"1145","008970","동양철관",1285,15,1.18,"KOSPI","철강금속",152767597650,15,85.67,671,1.92,0,0
"1146","046210","파나진",4750,40,0.85,"KOSDAQ","의료·정밀기기",152649135000,109,43.58,629,7.55,0,0
"1147","238490","힘스",13450,-150,-1.1,"KOSDAQ","반도체",152149574200,759,17.72,5382,2.5,200,1.49
"1148","361390","제노코",62300,-8200,-11.63,"KOSDAQ","통신장비",152145322000,1579,39.46,904,68.92,0,0
"1149","200780","비씨월드제약",17100,250,1.48,"KOSDAQ","제약",152059766400,722,23.68,11025,1.55,100,0.58
"1150","089150","케이씨티",8860,60,0.68,"KOSDAQ","컴퓨터서비스",1.51949e+11,50,177.2,2151,4.12,60,0.68
"1151","046140","SBS콘텐츠허브",7070,-40,-0.56,"KOSDAQ","오락·문화",151747333850,26,271.92,7234,0.98,0,0
"1152","041460","한국전자인증",7070,40,0.57,"KOSDAQ","소프트웨어",151716890430,87,81.26,1887,3.75,46,0.65
"1153","012790","신일제약",13900,-50,-0.36,"KOSDAQ","제약",151537800000,672,20.68,9044,1.54,150,1.08
"1154","019770","서연탑메탈",13000,150,1.17,"KOSDAQ","기계·장비",1.5145e+11,NA,NA,5618,2.31,60,0.46
"1155","065650","메디프론",3630,-25,-0.68,"KOSDAQ","유통",151416393150,NA,NA,601,6.04,0,0
"1156","094360","칩스앤미디어",15700,-350,-2.18,"KOSDAQ","소프트웨어",151352945500,469,33.48,3331,4.71,152,0.97
"1157","196490","디에이테크놀로지",6420,-60,-0.93,"KOSDAQ","기계·장비",151325794320,NA,NA,5715,1.12,0,0
"1158","044820","코스맥스비티아이",15750,0,0,"KOSPI","기타금융",151261755750,42,375,30613,0.51,250,1.59
"1159","203690","프로스테믹스",3305,-50,-1.49,"KOSDAQ","제약",151226713140,NA,NA,621,5.32,0,0
"1160","241690","유니테크노",6390,10,0.16,"KOSDAQ","운송장비·부품",150839720100,239,26.74,2777,2.3,0,0
"1161","019660","글로본",4710,-90,-1.88,"KOSDAQ","유통",150771122340,NA,NA,714,6.6,0,0
"1162","006380","카프로",3765,45,1.21,"KOSPI","화학",1.506e+11,NA,NA,4613,0.82,0,0
"1163","063440","SM Life Design",3330,-75,-2.2,"KOSDAQ","출판·매체복제",150280082820,NA,NA,1084,3.07,0,0
"1164","239340","줌인터넷",5580,-140,-2.45,"KOSDAQ","인터넷",150000789960,NA,NA,980,5.69,0,0
"1165","241520","DSC인베스트먼트",5410,50,0.93,"KOSDAQ","금융",149737260470,233,23.22,1343,4.03,0,0
"1166","170030","현대공업",9760,130,1.35,"KOSDAQ","운송장비·부품",149718400000,272,35.88,6642,1.47,66,0.68
"1167","021080","에이티넘인베스트",3115,60,1.96,"KOSDAQ","금융",1.4952e+11,141,22.09,1660,1.88,50,1.61
"1168","002460","화성산업",12000,250,2.13,"KOSPI","건설업",149409600000,634,18.93,29797,0.4,500,4.17
"1169","020760","일진디스플",4330,-70,-1.59,"KOSPI","전기전자",149247678380,NA,NA,1665,2.6,0,0
"1170","004410","서울식품",408,-9,-2.16,"KOSPI","음식료품",149134960512,NA,NA,73,5.59,0,0
"1171","214270","퓨쳐스트림네트웍스",1365,30,2.25,"KOSDAQ","출판·매체복제",149001281520,36,37.92,588,2.32,0,0
"1172","071670","에이테크솔루션",14900,-250,-1.65,"KOSDAQ","기계·장비",1.49e+11,145,102.76,7007,2.13,0,0
"1173","143210","핸즈코퍼레이션",6810,-130,-1.87,"KOSPI","운수장비",148888855080,320,21.28,14807,0.46,130,1.91
"1174","306620","네온테크",3995,-45,-1.11,"KOSDAQ","기계·장비",148644449890,4,998.75,1822,2.19,0,0
"1175","002720","국제약품",7710,-110,-1.41,"KOSPI","의약품",148618653900,NA,NA,3163,2.44,0,0
"1176","032850","비트컴퓨터",8930,-70,-0.78,"KOSDAQ","소프트웨어",148446006490,431,20.72,2950,3.03,61,0.68
"1177","263690","디알젬",13100,200,1.55,"KOSDAQ","의료·정밀기기",148365491000,485,27.01,2872,4.56,50,0.38
"1178","012860","모베이스전자",2605,-80,-2.98,"KOSDAQ","운송장비·부품",148364023800,NA,NA,4817,0.54,0,0
"1179","117580","대성에너지",5390,0,0,"KOSPI","전기가스업",1.48225e+11,474,11.37,11145,0.48,250,4.64
"1180","013310","아진산업",3810,35,0.93,"KOSDAQ","운송장비·부품",147853077420,421,9.05,5499,0.69,0,0
"1181","214430","아이쓰리시스템",20800,-300,-1.42,"KOSDAQ","일반전기전자",147820608000,26,800,9715,2.14,70,0.34
"1182","007720","대명소노시즌",1465,-5,-0.34,"KOSDAQ","유통",147672659250,633,2.31,1643,0.89,0,0
"1183","100590","머큐리",10000,290,2.99,"KOSDAQ","일반전기전자",1.47636e+11,158,63.29,4807,2.08,0,0
"1184","065130","탑엔지니어링",9220,10,0.11,"KOSDAQ","기계·장비",147301089540,2469,3.73,13291,0.69,100,1.08
"1185","007540","샘표",51200,300,0.59,"KOSPI","기타금융",147240960000,5441,9.41,56153,0.91,200,0.39
"1186","087260","모바일어플라이언스",4530,-10,-0.22,"KOSDAQ","소프트웨어",147054880380,NA,NA,942,4.81,0,0
"1187","007110","일신석재",1895,20,1.07,"KOSPI","유통업",146780275950,12,157.92,671,2.82,0,0
"1188","148140","비디아이",7190,-900,-11.12,"KOSDAQ","기계·장비",146529359950,NA,NA,2592,2.77,0,0
"1189","122350","삼기",3815,-105,-2.68,"KOSDAQ","운송장비·부품",146264917820,53,71.98,3682,1.04,0,0
"1190","102280","쌍방울",611,1,0.16,"KOSPI","섬유의복",146248732097,NA,NA,1083,0.56,0,0
"1191","013570","디와이",5550,-40,-0.72,"KOSPI","기타금융",146073963150,646,8.59,13449,0.41,150,2.7
"1192","066130","하츠",11400,550,5.07,"KOSDAQ","일반전기전자",1.4592e+11,194,58.76,6471,1.76,30,0.26
"1193","092870","엑시콘",14050,-150,-1.06,"KOSDAQ","반도체",145757229000,NA,NA,7266,1.93,65,0.46
"1194","093920","서원인텍",7830,-40,-0.51,"KOSDAQ","IT부품",1.45638e+11,672,11.65,8637,0.91,300,3.83
"1195","086040","바이오톡스텍",9950,200,2.05,"KOSDAQ","기타서비스",145519973850,NA,NA,2070,4.81,0,0
"1196","007820","에스엠코어",7250,150,2.11,"KOSDAQ","기계·장비",145246108500,229,31.66,3919,1.85,70,0.97
"1197","015590","큐로",638,-10,-1.54,"KOSPI","기계",144961025044,17,37.53,451,1.41,0,0
"1198","120030","조선선재",115000,4000,3.6,"KOSPI","기계",144629865000,11834,9.72,87844,1.31,1500,1.3
"1199","206400","베노홀딩스",6440,100,1.58,"KOSDAQ","소프트웨어",144625894280,130,49.54,2025,3.18,0,0
"1200","192250","케이사인",2045,15,0.74,"KOSDAQ","소프트웨어",144522720565,56,36.52,841,2.43,0,0
"1201","004270","남성",3970,-15,-0.38,"KOSPI","유통업",143762275200,NA,NA,2379,1.67,25,0.63
"1202","064850","에프앤가이드",11900,500,4.39,"KOSDAQ","기타서비스",1.43752e+11,286,41.61,3067,3.88,70,0.59
"1203","072870","메가스터디",12050,-50,-0.41,"KOSDAQ","출판·매체복제",143647555950,1069,11.27,22365,0.54,450,3.73
"1204","001840","이화공영",7250,120,1.68,"KOSDAQ","건설",143591760000,14,517.86,2157,3.36,10,0.14
"1205","037330","인지디스플레",3270,-15,-0.46,"KOSDAQ","IT부품",143504682480,112,29.2,3820,0.86,75,2.29
"1206","002450","삼익악기",1585,0,0,"KOSPI","기타제조업",143491500275,163,9.72,2478,0.64,50,3.15
"1207","042510","라온시큐어",3780,-50,-1.31,"KOSDAQ","소프트웨어",143352300420,66,57.27,682,5.54,0,0
"1208","004060","SG세계물산",707,4,0.57,"KOSPI","유통업",143114446720,48,14.73,1012,0.7,0,0
"1209","080000","에스엔유",4165,90,2.21,"KOSDAQ","기계·장비",142954753550,226,18.43,3362,1.24,0,0
"1210","241770","메카로",14150,-150,-1.05,"KOSDAQ","반도체",142946696000,834,16.97,13986,1.01,160,1.13
"1211","005740","크라운해태홀딩스",9620,-40,-0.41,"KOSPI","기타금융",142831478140,NA,NA,17087,0.56,100,1.04
"1212","003460","유화증권",2515,-35,-1.37,"KOSPI","증권",142606573725,99,25.4,6180,0.41,120,4.77
"1213","033200","모아텍",9950,90,0.91,"KOSDAQ","IT부품",142595290750,NA,NA,5170,1.92,0,0
"1214","000910","유니온",9130,10,0.11,"KOSPI","비금속광물",142534081470,NA,NA,6355,1.44,100,1.1
"1215","214420","토니모리",8080,40,0.5,"KOSPI","화학",142531200000,NA,NA,5600,1.44,0,0
"1216","079960","동양이엔피",18100,300,1.69,"KOSDAQ","IT부품",1.42266e+11,3154,5.74,27524,0.66,300,1.66
"1217","067830","세이브존I&C",3460,-90,-2.54,"KOSPI","유통업",142001496700,590,5.86,10914,0.32,30,0.87
"1218","089890","코세스",8560,230,2.76,"KOSDAQ","반도체",141967274720,383,22.35,1608,5.32,0,0
"1219","014940","오리엔탈정공",3115,135,4.53,"KOSDAQ","기계·장비",141961954015,77,40.45,689,4.52,0,0
"1220","122310","제노레이",9750,-40,-0.41,"KOSDAQ","의료·정밀기기",141899979000,996,9.79,4096,2.38,400,4.1
"1221","103590","일진전기",3825,75,2,"KOSPI","전기전자",141832491750,97,39.43,8191,0.47,0,0
"1222","012200","계양전기",4345,0,0,"KOSPI","기계",1.41647e+11,4,1086.25,5425,0.8,35,0.81
"1223","124560","태웅로직스",7240,1670,29.98,"KOSDAQ","운송",141446374080,664,10.9,2337,3.1,50,0.69
"1224","099220","SDN",2935,-65,-2.17,"KOSDAQ","유통",141404525590,93,31.56,1642,1.79,0,0
"1225","013810","스페코",9640,100,1.05,"KOSDAQ","기계·장비",141278730800,632,15.25,2614,3.69,0,0
"1226","010600","웰바이오텍",2910,135,4.86,"KOSPI","유통업",141209618220,NA,NA,1774,1.64,0,0
"1227","290380","대유",14950,-100,-0.66,"KOSDAQ","화학",141193780000,543,27.53,6992,2.14,250,1.67
"1228","225220","제놀루션",29400,-300,-1.01,"KOSDAQ","제약",140637546000,NA,NA,680,43.24,0,0
"1229","068940","아이씨케이",4055,-40,-0.98,"KOSDAQ","정보기기",140626272710,NA,NA,475,8.54,0,0
"1230","269620","시스웍",1890,-10,-0.53,"KOSDAQ","의료·정밀기기",140534134650,37,51.08,732,2.58,40,2.12
"1231","027740","마니커",708,-3,-0.42,"KOSPI","음식료품",140518596552,NA,NA,522,1.36,0,0
"1232","071460","위니아딤채",3905,-135,-3.34,"KOSDAQ","일반전기전자",140452286975,131,29.81,2393,1.63,0,0
"1233","322510","제이엘케이",9250,-90,-0.96,"KOSDAQ","소프트웨어",139952398250,NA,NA,2432,3.8,0,0
"1234","290520","신도기연",17350,-100,-0.57,"KOSDAQ","기계·장비",139863208000,2258,7.68,7056,2.46,0,0
"1235","049080","기가레인",1940,30,1.57,"KOSDAQ","반도체",139776291900,NA,NA,526,3.69,0,0
"1236","060590","씨티씨바이오",6640,-10,-0.15,"KOSDAQ","제약",139744948640,NA,NA,3870,1.72,0,0
"1237","065950","웰크론",4940,-10,-0.2,"KOSDAQ","섬유·의류",139462631880,NA,NA,2182,2.26,0,0
"1238","016740","두올",5150,185,3.73,"KOSPI","운수장비",139393402000,374,13.77,5223,0.99,80,1.55
"1239","060560","홈센타홀딩스",1090,114,11.68,"KOSDAQ","유통",139159782250,NA,NA,828,1.32,0,0
"1240","007660","이수페타시스",3370,30,0.9,"KOSPI","전기전자",139074501260,NA,NA,1842,1.83,60,1.78
"1241","096630","에스코넥",2130,-70,-3.18,"KOSDAQ","IT부품",139015992120,NA,NA,1383,1.54,0,0
"1242","023000","삼원강재",3475,-30,-0.86,"KOSPI","운수장비",1.39e+11,261,13.31,5249,0.66,115,3.31
"1243","027830","대성창투",3475,180,5.46,"KOSDAQ","금융",1.39e+11,NA,NA,1250,2.78,0,0
"1244","009460","한창제지",2325,-15,-0.64,"KOSPI","종이목재",138726904950,125,18.6,1440,1.61,20,0.86
"1245","066310","큐에스아이",16750,350,2.13,"KOSDAQ","반도체",138660352500,137,122.26,6583,2.54,50,0.3
"1246","026150","특수건설",8850,540,6.5,"KOSDAQ","건설",138287675100,52,170.19,5689,1.56,0,0
"1247","001260","남광토건",14050,150,1.08,"KOSPI","건설업",138096059050,394,35.66,5379,2.61,0,0
"1248","013870","지엠비코리아",7240,0,0,"KOSPI","운수장비",138083307200,143,50.63,11858,0.61,30,0.41
"1249","023960","에쓰씨엔지니어링",4790,15,0.31,"KOSPI","건설업",137868591730,NA,NA,994,4.82,0,0
"1250","043650","국순당",7720,-30,-0.39,"KOSDAQ","음식료·담배",137866106880,NA,NA,11214,0.69,100,1.3
"1251","171090","선익시스템",15300,-350,-2.24,"KOSDAQ","반도체",137689213500,829,18.46,10070,1.52,100,0.65
"1252","060240","룽투코리아",5410,-100,-1.81,"KOSDAQ","디지털컨텐츠",137572426440,67,80.75,2898,1.87,0,0
"1253","262840","아이퀘스트",13900,-450,-3.14,"KOSDAQ","소프트웨어",1.37054e+11,425,32.71,1586,8.76,100,0.72
"1254","033830","티비씨",1370,-30,-2.14,"KOSDAQ","방송서비스",1.37e+11,59,23.22,1107,1.24,16,1.17
"1255","263770","유에스티",5770,-120,-2.04,"KOSDAQ","금속",136749992440,108,53.43,1957,2.95,0,0
"1256","051490","나라엠앤디",9630,-120,-1.23,"KOSDAQ","기계·장비",1.36746e+11,78,123.46,5596,1.72,60,0.62
"1257","142760","바이오리더스",4985,105,2.15,"KOSDAQ","기타서비스",136649896760,NA,NA,1210,4.12,0,0
"1258","305090","마이크로디지탈",18800,-750,-3.84,"KOSDAQ","의료·정밀기기",136518080000,NA,NA,2453,7.66,0,0
"1259","190510","나무가",19850,-450,-2.22,"KOSDAQ","IT부품",136391136500,NA,NA,6446,3.08,0,0
"1260","049550","잉크테크",8500,510,6.38,"KOSDAQ","화학",136169422000,NA,NA,2246,3.78,0,0
"1261","005710","대원산업",6790,-20,-0.29,"KOSDAQ","운송장비·부품",136055304000,1950,3.48,15540,0.44,125,1.84
"1262","053260","금강철강",7250,-200,-2.68,"KOSDAQ","금속",1.3572e+11,265,27.36,5902,1.23,100,1.38
"1263","137950","제이씨케미칼",6090,20,0.33,"KOSDAQ","화학",135610987260,548,11.11,4222,1.44,60,0.99
"1264","004840","DRB동일",6800,-30,-0.44,"KOSPI","기타금융",1.35524e+11,461,14.75,17771,0.38,100,1.47
"1265","182360","큐브엔터",3915,-60,-1.51,"KOSDAQ","오락·문화",135141250770,37,105.81,663,5.9,0,0
"1266","253590","네오셈",3595,-70,-1.91,"KOSDAQ","반도체",135084238860,NA,NA,999,3.6,10,0.28
