"","종목코드","종목명","시장구분","업종명","종가","대비","등락률","시가총액"
"364","007120","미래아이앤지","KOSPI","서비스업",532,-6,-1.12,68885566736
"365","006800","미래에셋대우","KOSPI","증권",9670,110,1.15,6143509665360
"366","00680K","미래에셋대우2우B","KOSPI","증권",4390,50,1.15,6.146e+11
"367","006805","미래에셋대우우","KOSPI","증권",4830,40,0.84,67985872500
"368","357250","미래에셋맵스리츠","KOSPI","서비스업",4905,60,1.24,98590500000
"369","085620","미래에셋생명","KOSPI","보험",4240,-15,-0.35,750548641360
"370","002840","미원상사","KOSPI","화학",228500,15500,7.28,1.135645e+12
"371","268280","미원에스씨","KOSPI","화학",191500,3000,1.59,9.7665e+11
"372","107590","미원홀딩스","KOSPI","기타금융",159000,26500,20,3.6888e+11
"373","134380","미원화학","KOSPI","화학",97000,13500,16.17,213328996000
"374","003650","미창석유","KOSPI","화학",73900,-300,-0.4,128561760800
"375","155900","바다로19호","KOSPI","서비스업",2570,10,0.39,39064010280
"376","003610","방림","KOSPI","섬유의복",2280,25,1.11,96476125200
"377","001340","백광산업","KOSPI","화학",4680,-15,-0.32,210218144760
"378","035150","백산","KOSPI","화학",10700,200,1.9,2.5894e+11
"379","002410","범양건영","KOSPI","건설업",4065,-105,-2.52,100942006830
"380","096300","베트남개발1","KOSPI","기타금융",229,0,0,31528768319
"381","007210","벽산","KOSPI","비금속광물",2645,85,3.32,181341200000
"382","002760","보락","KOSPI","화학",2185,-50,-2.24,130881500000
"383","003850","보령제약","KOSPI","의약품",21350,-100,-0.47,1.112762e+12
"384","000890","보해양조","KOSPI","음식료품",1045,0,0,133184594785
"385","003000","부광약품","KOSPI","의약품",23400,-150,-0.64,1517208685200
"386","001270","부국증권","KOSPI","증권",22450,50,0.22,232803940700
"387","001275","부국증권우","KOSPI","증권",19900,0,0,5.97e+10
"388","026940","부국철강","KOSPI","철강금속",4150,140,3.49,8.3e+10
"389","015350","부산가스","KOSPI","전기가스업",57600,1800,3.23,6.336e+11
"390","011390","부산산업","KOSPI","비금속광물",124500,-1000,-0.8,1.31472e+11
"391","005030","부산주공","KOSPI","운수장비",641,8,1.26,36440540397
"392","002070","비비안","KOSPI","섬유의복",3425,40,1.18,91570423250
"393","100220","비상교육","KOSPI","서비스업",6770,-40,-0.59,87987936570
"394","030790","비케이탑스","KOSPI","서비스업",12100,-400,-3.2,158846972900
"395","352820","빅히트","KOSPI","서비스업",242000,6500,2.76,8620949920000
"396","005180","빙그레","KOSPI","음식료품",59200,100,0.17,583193467200
"397","003960","사조대림","KOSPI","음식료품",17800,0,0,163127512600
"398","008040","사조동아원","KOSPI","음식료품",1330,25,1.92,187722318000
"399","007160","사조산업","KOSPI","농업, 임업 및 어업",50300,200,0.4,2.515e+11
"400","014710","사조씨푸드","KOSPI","음식료품",5790,-100,-1.7,99695363970
"401","006090","사조오양","KOSPI","음식료품",10700,100,0.94,100823307300
"402","001470","삼부토건","KOSPI","건설업",3385,-80,-2.31,465594455680
"403","006400","삼성SDI","KOSPI","전기전자",647000,12000,1.89,44490650910000
"404","006405","삼성SDI우","KOSPI","전기전자",441000,500,0.11,713492136000
"405","006660","삼성공조","KOSPI","운수장비",9640,240,2.55,78337666960
"406","028260","삼성물산","KOSPI","유통업",123000,-500,-0.4,22987110963000
"407","02826K","삼성물산우B","KOSPI","유통업",116000,-500,-0.43,188781300000
"408","207940","삼성바이오로직스","KOSPI","의약품",725000,7000,0.97,4.7969625e+13
"409","032830","삼성생명","KOSPI","보험",77200,1600,2.12,1.544e+13
"410","018260","삼성에스디에스","KOSPI","서비스업",186500,2500,1.36,14430959700000
"411","028050","삼성엔지니어링","KOSPI","서비스업",13700,400,3.01,2.6852e+12
"412","009150","삼성전기","KOSPI","전기전자",186500,-500,-0.27,13930374304000
"413","009155","삼성전기우","KOSPI","전기전자",112500,-500,-0.44,327035700000
"414","005930","삼성전자","KOSPI","전기전자",81500,300,0.37,486537277825000
"415","005935","삼성전자우","KOSPI","전기전자",73800,400,0.54,60729038460000
"416","001360","삼성제약","KOSPI","의약품",6080,-60,-0.98,406431991360
"417","010140","삼성중공업","KOSPI","운수장비",7240,410,6,4.5612e+12
"418","010145","삼성중공우","KOSPI","운수장비",390000,25500,7,44789550000
"419","016360","삼성증권","KOSPI","증권",39250,250,0.64,3.505025e+12
"420","068290","삼성출판사","KOSPI","서비스업",47600,350,0.74,4.76e+11
"421","029780","삼성카드","KOSPI","기타금융",33850,-150,-0.44,3921823460350
"422","000810","삼성화재","KOSPI","보험",186000,-2500,-1.33,8811719682000
"423","000815","삼성화재우","KOSPI","보험",144000,-500,-0.35,4.59648e+11
"424","006110","삼아알미늄","KOSPI","철강금속",9640,-110,-1.13,1.0604e+11
"425","145990","삼양사","KOSPI","음식료품",58000,200,0.35,598180042000
"426","145995","삼양사우","KOSPI","음식료품",41000,900,2.24,15172870000
"427","003230","삼양식품","KOSPI","음식료품",88500,-900,-1.01,666671827500
"428","002170","삼양통상","KOSPI","기타제조업",66500,-800,-1.19,1.995e+11
"429","272550","삼양패키징","KOSPI","화학",24200,-100,-0.41,343877256800
"430","000070","삼양홀딩스","KOSPI","기타금융",92700,1100,1.2,793907921700
"431","000075","삼양홀딩스우","KOSPI","기타금융",59600,300,0.51,18121856800
"432","002810","삼영무역","KOSPI","유통업",14550,-50,-0.34,268694093400
"433","005680","삼영전자","KOSPI","전기전자",11100,-150,-1.33,2.22e+11
"434","003720","삼영화학","KOSPI","화학",2760,80,2.99,9.384e+10
"435","023000","삼원강재","KOSPI","운수장비",3475,-30,-0.86,1.39e+11
"436","004380","삼익THK","KOSPI","기계",12650,50,0.4,2.6565e+11
"437","002450","삼익악기","KOSPI","기타제조업",1585,0,0,143491500275
"438","004440","삼일씨엔에스","KOSPI","비금속광물",16100,100,0.63,204984346700
"439","000520","삼일제약","KOSPI","의약품",20150,-50,-0.25,134902154400
"440","009770","삼정펄프","KOSPI","종이목재",29600,250,0.85,73999141600
"441","005500","삼진제약","KOSPI","의약품",24050,-100,-0.41,3.34295e+11
"442","004690","삼천리","KOSPI","전기가스업",80100,-200,-0.25,324807502500
"443","010960","삼호개발","KOSPI","건설업",4740,-5,-0.11,1.185e+11
"444","004450","삼화왕관","KOSPI","기계",37500,-300,-0.79,80789212500
"445","009470","삼화전기","KOSPI","전기전자",23750,1350,6.03,157078225000
"446","011230","삼화전자","KOSPI","전기전자",3775,-5,-0.13,39478723500
"447","001820","삼화콘덴서","KOSPI","전기전자",66500,300,0.45,691267500000
"448","000390","삼화페인트","KOSPI","화학",12650,300,2.43,342108535450
"449","001290","상상인증권","KOSPI","증권",1160,45,4.04,111485786920
"450","041650","상신브레이크","KOSPI","운수장비",4275,-5,-0.12,91790448750
"451","075180","새론오토모티브","KOSPI","운수장비",5920,-60,-1,1.13664e+11
"452","007540","샘표","KOSPI","기타금융",51200,300,0.59,147240960000
"453","248170","샘표식품","KOSPI","음식료품",47400,0,0,216536756400
"454","007860","서연","KOSPI","기타금융",17300,350,2.06,406201301200
"455","200880","서연이화","KOSPI","운수장비",9400,0,0,254067307800
"456","017390","서울가스","KOSPI","전기가스업",88000,600,0.69,4.4e+11
"457","004410","서울식품","KOSPI","음식료품",408,-9,-2.16,149134960512
"458","004415","서울식품우","KOSPI","음식료품",5020,-10,-0.2,11166990000
"459","021050","서원","KOSPI","철강금속",2485,-20,-0.8,117974356150
"460","008490","서흥","KOSPI","화학",51400,200,0.39,594652408200
"461","007610","선도전기","KOSPI","전기전자",3430,20,0.59,6.174e+10
"462","136490","선진","KOSPI","음식료품",17400,700,4.19,413765109600
"463","002820","선창산업","KOSPI","종이목재",4450,45,1.02,56105551050
"464","014910","성문전자","KOSPI","전기전자",2075,5,0.24,40435228275
"465","014915","성문전자우","KOSPI","전기전자",8070,10,0.12,4.842e+09
"466","003080","성보화학","KOSPI","화학",5740,260,4.74,114914800000
"467","004980","성신양회","KOSPI","비금속광물",8950,470,5.54,219418853350
"468","004985","성신양회우","KOSPI","비금속광물",13400,500,3.88,9857643000
"469","011300","성안","KOSPI","섬유의복",787,0,0,44747135820
"470","000180","성창기업지주","KOSPI","서비스업",2310,-5,-0.22,161126196000
"471","002420","세기상사","KOSPI","서비스업",61600,0,0,25107667200
"472","004360","세방","KOSPI","운수창고업",12900,-150,-1.15,249082101000
"473","004365","세방우","KOSPI","운수창고업",6970,-10,-0.14,25714072500
"474","004490","세방전지","KOSPI","전기전자",75500,-1000,-1.31,1.057e+12
"475","001430","세아베스틸","KOSPI","철강금속",17500,350,2.04,627587082500
"476","306200","세아제강","KOSPI","철강금속",87900,1700,1.97,249310770000
"477","003030","세아제강지주","KOSPI","기타금융",48800,2500,5.4,202112861600
"478","019440","세아특수강","KOSPI","철강금속",13200,500,3.94,1.13124e+11
"479","058650","세아홀딩스","KOSPI","철강금속",77600,-100,-0.13,3.104e+11
"480","013000","세우글로벌","KOSPI","유통업",2470,0,0,70901426570
"481","091090","세원셀론텍","KOSPI","기계",1840,80,4.55,130430988880
"482","021820","세원정공","KOSPI","운수장비",8090,0,0,8.09e+10
"483","067830","세이브존I&C","KOSPI","유통업",3460,-90,-2.54,142001496700
"484","033530","세종공업","KOSPI","운수장비",8830,30,0.34,245659085630
"485","075580","세진중공업","KOSPI","운수장비",5850,360,6.56,332569317600
"486","027970","세하","KOSPI","종이목재",1910,0,0,109945324270
"487","145210","세화아이엠씨","KOSPI","기계",622,10,1.63,98032060930
"488","308170","센트랄모텍","KOSPI","운수장비",29550,-150,-0.51,254425500000
"489","012600","센트럴인사이트","KOSPI","기계",3005,-475,-13.65,40837625460
"490","068270","셀트리온","KOSPI","의약품",314000,6500,2.11,42398707534000
"491","336370","솔루스첨단소재","KOSPI","전기전자",46100,100,0.22,1410187843800
"492","33637K","솔루스첨단소재1우","KOSPI","전기전자",14900,-50,-0.33,109759360000
"493","33637L","솔루스첨단소재2우B","KOSPI","전기전자",24100,-250,-1.03,39669805000
"494","248070","솔루엠","KOSPI","전기전자",26500,400,1.53,1300943803500
"495","004430","송원산업","KOSPI","화학",19700,150,0.77,4.728e+11
"496","017550","수산중공업","KOSPI","기계",3895,45,1.17,210272209885
"497","053210","스카이라이프","KOSPI","서비스업",8600,70,0.82,411268907600
"498","134790","시디즈","KOSPI","기타제조업",61500,100,0.16,1.23e+11
"499","016590","신대양제지","KOSPI","종이목재",80400,-400,-0.5,323994472800
"500","029530","신도리코","KOSPI","전기전자",30100,150,0.5,303408872900
"501","004970","신라교역","KOSPI","농업, 임업 및 어업",10450,0,0,1.672e+11
"502","011930","신성이엔지","KOSPI","전기전자",3155,-65,-2.02,637438279145
"503","005390","신성통상","KOSPI","유통업",1660,-20,-1.19,238555927400
"504","004170","신세계","KOSPI","유통업",281500,1500,0.54,2771418451500
"505","035510","신세계 I&C","KOSPI","서비스업",147000,-2000,-1.34,2.5284e+11
"506","034300","신세계건설","KOSPI","건설업",48000,-300,-0.62,1.92e+11
"507","031430","신세계인터내셔날","KOSPI","유통업",207500,-3500,-1.66,1.48155e+12
"508","031440","신세계푸드","KOSPI","서비스업",73600,0,0,285014528000
"509","006880","신송홀딩스","KOSPI","유통업",4635,145,3.23,54826756830
"510","005800","신영와코루","KOSPI","섬유의복",96600,-500,-0.51,8.694e+10
"511","001720","신영증권","KOSPI","증권",58500,600,1.04,549094864500
"512","001725","신영증권우","KOSPI","증권",58300,500,0.87,411234382900
"513","009270","신원","KOSPI","섬유의복",1460,-15,-1.02,124162048540
"514","009275","신원우","KOSPI","섬유의복",34900,1000,2.95,3166826000
"515","002700","신일전자","KOSPI","유통업",2200,-80,-3.51,156304546200
"516","019170","신풍제약","KOSPI","의약품",92000,-2800,-2.95,4874619080000
"517","019175","신풍제약우","KOSPI","의약품",91500,-2500,-2.66,2.013e+11
"518","002870","신풍제지","KOSPI","종이목재",3825,65,1.73,133717027500
"519","293940","신한알파리츠","KOSPI","서비스업",7700,140,1.85,402941947100
"520","055550","신한지주","KOSPI","기타금융",36550,700,1.95,18881713698700
"521","001770","신화실업","KOSPI","철강금속",23650,-650,-2.67,28731864700
"522","004080","신흥","KOSPI","유통업",12200,300,2.52,1.1712e+11
"523","102280","쌍방울","KOSPI","섬유의복",611,1,0.16,146248732097
"524","003410","쌍용양회","KOSPI","비금속광물",7550,550,7.86,3804139942250
"525","003620","쌍용차","KOSPI","운수장비",2770,0,0,415056805540
"526","004770","써니전자","KOSPI","전기전자",3375,75,2.27,117601912125
"527","015540","쎌마테라퓨틱스","KOSPI","서비스업",6600,430,6.97,88785444000
"528","004920","씨아이테크","KOSPI","기타제조업",970,0,0,24318648840
"529","112610","씨에스윈드","KOSPI","기계",74700,3400,4.77,3150203804100
"530","008700","아남전자","KOSPI","전기전자",3085,-40,-1.28,237930069700
"531","002790","아모레G","KOSPI","화학",64800,300,0.47,5343290064000
"532","00279K","아모레G3우(전환)","KOSPI","화학",41400,250,0.61,293617080000
"533","002795","아모레G우","KOSPI","화학",21900,-100,-0.45,141118563000
"534","090430","아모레퍼시픽","KOSPI","화학",258000,-1500,-0.58,15082290420000
"535","090435","아모레퍼시픽우","KOSPI","화학",82700,200,0.24,873132541000
"536","002030","아세아","KOSPI","서비스업",99400,2600,2.69,217787785600
"537","183190","아세아시멘트","KOSPI","비금속광물",100500,5600,5.9,391528804500
"538","002310","아세아제지","KOSPI","종이목재",46650,-750,-1.58,417820818300
"539","267850","아시아나IDT","KOSPI","서비스업",22800,100,0.44,2.5308e+11
"540","020560","아시아나항공","KOSPI","운수창고업",15600,450,2.97,1160823518400
"541","122900","아이마켓코리아","KOSPI","유통업",9020,80,0.89,301528136800
"542","010780","아이에스동서","KOSPI","비금속광물",56800,1700,3.09,1754700020800
"543","001780","알루코","KOSPI","철강금속",4695,-5,-0.11,390658193685
"544","018250","애경산업","KOSPI","화학",24600,-150,-0.61,649684401000
"545","161000","애경유화","KOSPI","화학",10950,150,1.39,3.50838e+11
"546","011090","에넥스","KOSPI","기타제조업",2125,20,0.95,127482237125
"547","005850","에스엘","KOSPI","운수장비",21900,-150,-0.68,1055651766300
"548","012750","에스원","KOSPI","서비스업",82700,1000,1.22,3142532020600
"549","023960","에쓰씨엔지니어링","KOSPI","건설업",4790,15,0.31,137868591730
"550","298690","에어부산","KOSPI","운수창고업",3745,10,0.27,307352150000
"551","140910","에이리츠","KOSPI","서비스업",7650,40,0.53,29014728750
"552","078520","에이블씨엔씨","KOSPI","화학",7490,0,0,202480607910
"553","015260","에이엔피","KOSPI","전기전자",1475,-15,-1.01,32193953275
"554","007460","에이프로젠 KIC","KOSPI","기계",2030,15,0.74,375380679730
"555","003060","에이프로젠제약","KOSPI","의약품",1210,50,4.31,482276678070
"556","244920","에이플러스에셋","KOSPI","기타금융",9350,650,7.47,211381929550
"557","036570","엔씨소프트","KOSPI","서비스업",898000,-8000,-0.88,19714711756000
"558","138250","엔에스쇼핑","KOSPI","유통업",11750,150,1.29,3.95928e+11
"559","085310","엔케이","KOSPI","기계",1350,60,4.65,107977525200
"560","009810","엔케이물산","KOSPI","유통업",622,-8,-1.27,49411188620
"561","900140","엘브이엠씨홀딩스","KOSPI","유통업",4040,-50,-1.22,340768299560
"562","014440","영보화학","KOSPI","화학",4120,5,0.12,8.24e+10
"563","111770","영원무역","KOSPI","유통업",40150,950,2.42,1779105440200
"564","009970","영원무역홀딩스","KOSPI","기타금융",40400,0,0,550877916800
"565","003520","영진약품","KOSPI","의약품",6210,0,0,1135763859510
"566","000670","영풍","KOSPI","철강금속",590000,15000,2.61,1086803600000
"567","006740","영풍제지","KOSPI","종이목재",7100,-130,-1.8,1.5762e+11
"568","012280","영화금속","KOSPI","운수장비",1765,-40,-2.22,94241301325
"569","012160","영흥","KOSPI","철강금속",1135,15,1.34,108182157260
"570","015360","예스코홀딩스","KOSPI","기타금융",33800,-50,-0.15,2.028e+11
